dayRow,date,site,appName,id,userRatingCount,userRatingCountForCurrentVersion,averageUserRating,averageUserRatingForCurrentVersion,currentVersionReleaseDate,version,fileSizeBytes,releaseDate,releaseNotes,appId
"4",2024-02-08 10:07:03.726058,"Mount Sinai","MyMountSinai","xnmeYMWLYiAFZEatevTjnmUufqT1ua",2497,2497,4.40128,4.40128,"2024-01-08T18:50:07Z","10.6.4","139416576","2021-08-15T07:00:00Z",NA,1570642373
"5",2024-02-08 10:07:03.726058,"Penn Medicine","myPennMedicine","vOr9GeR5joiLbcFxwm7t0dEStcLRnv",2244,2244,4.69608,4.69608,"2024-01-27T13:19:46Z","10.7.2","127554560","2019-01-29T05:39:33Z",NA,1440687165
"6",2024-02-08 10:07:03.726058,"Cedars-Sinai","Cedars-Sinai","rZS3IoczO9rr7nfY8AiPIPc7JyjJX2",47428,47428,4.81156,4.81156,"2023-12-06T22:23:44Z","6.0.1","412906496","2015-10-11T11:47:43Z",NA,1034088603
"7",2024-02-08 10:07:03.726058,"Houston Methodist","MyMethodist","oCaz9kRXODX4fQ9NNqES8oelBPOC3c",1735,1735,4.46628,4.46628,"2024-01-22T21:08:07Z","2.2.0","269408256","2019-02-05T04:18:40Z",NA,1025186416
"8",2024-02-08 10:07:03.726058,"NYU Langone Health","NYU Langone Health","tk0GOkAK9NxSbZ3Y7hP0BpYuAon1ap",15622,15622,4.63481,4.63481,"2023-11-27T16:07:21Z","2.11.2","119294976","2017-04-26T01:19:34Z",NA,1196929294
"9",2024-02-08 10:07:03.726058,"Stanford Health Care","Stanford Health Care MyHealth","6sKgvQCxpUhb2kiaJ2QrEmiOazsJlE",1033,1033,3.81607,3.81607,"2024-01-16T17:03:36Z","9.5.1","71610368","2015-01-28T10:53:19Z",NA,922978966
"10",2024-02-08 10:07:03.726058,"Northwestern Medicine","MyNM by Northwestern Medicine","y4YsrdHOUkzSUB3FoXgQUKeWEVxWZH",1418,1418,2.8237,2.8237,"2023-10-06T14:38:18Z","1.26.0","125953024","2018-12-22T07:49:44Z",NA,1442290209
"11",2024-02-08 10:07:03.726058,"New York - Presbyterian","NYP Connect","rtbfmylH6jPwta9I5kPZK90iMgV2zq",152,152,4.36184,4.36184,"2024-01-29T03:37:50Z","4.31","143859712","2016-01-02T23:17:20Z",NA,1067978515
"12",2024-02-08 10:07:03.726058,"Rush University Medical Center","My RUSH Mobile","eTyqMMEg1giafsSf4XL37Q0YIQfRGr",8161,8161,4.72834,4.72834,"2024-01-16T17:59:05Z","3.15.3","126988288","2018-08-03T18:39:49Z",NA,1321588963
"13",2024-02-08 10:07:03.726058,"University of Michigan Health","MyUofMHealth","RcI9BEoacpXdw1AhSk56V7IlZ91QxY",1621,1621,4.60949,4.60949,"2023-08-18T19:16:23Z","10.5.2","147333120","2019-06-18T16:34:26Z",NA,1452632342
"14",2024-02-08 10:07:03.726058,"Mass General Brigham, Inc","Patient Gateway","yqaF9k2npEINDCcdzxZ8jjVzcqV0KJ",464,464,2.69828,2.69828,"2023-11-15T22:15:55Z","10.6.4","94074880","2016-12-02T04:11:58Z",NA,1175078347
"15",2024-02-08 10:07:03.726058,"Vanderbilt University Medical Center","My Health at Vanderbilt","mqBWQDLZid8LID4ohXXROgmlmSr4q3",4388,4388,4.75251,4.75251,"2024-01-13T07:38:44Z","10.7.2","128503808","2016-05-24T17:08:56Z",NA,1114939674
"16",2024-02-08 10:07:03.726058,"Epic","MyChart","raAoSfynZ8f5CI1s8CVhDWWqesw21P",295928,295928,4.59844,4.59844,"2024-01-22T15:50:22Z","10.7.3","81920000","2010-09-14T08:14:14Z",NA,382952264
"17",2024-02-08 10:07:03.726058,"Kaiser Permanente","Kaiser Permanente","ocrGKuAcpZ5Vh1GiS09ajAkf52fzU3",399763,399763,4.77837,4.77837,"2024-01-11T14:03:49Z","5.20.2","379137024","2012-05-07T22:36:38Z",NA,493390354
"18",2024-02-08 10:07:03.726058,"Primary Care On Demand Wis.","Primary Care On Demand Wis.","R1ihX6iVn7P8oZRJ8iSrg1SDAfKxO0",57,57,4.84211,4.84211,"2024-02-02T21:51:48Z","4.158.8","183960576","2023-09-14T07:00:00Z",NA,6462700069
"1",2024-02-09 10:06:10.557436,"Mayo Clinic","Mayo Clinic","VSWHZYJjD3h0G3jQIFSJjPKAcuwyVd",2450,2450,3.3298,3.3298,"2024-02-07T21:59:05Z","11.2","144726016","2012-05-14T07:00:00Z",NA,523220194
"2",2024-02-09 10:06:10.557436,"Cleveland Clinic","MyClevelandClinic®","FKeLTaM5Zfnb6R5bxipoupFN3yyzQ8",170,170,3.52353,3.52353,"2023-11-27T13:17:02Z","2.1.1722","171809792","2019-11-13T08:00:00Z",NA,1464300206
"3",2024-02-09 10:06:10.557436,"Johns Hopkins Medicine","Johns Hopkins Find Your Way","feT8KhRMIf93jyHjAMDVmhYddK74u1",7,7,4.85714,4.85714,"2023-10-12T05:10:36Z","2.1.0","79201280","2020-09-28T07:00:00Z",NA,1495861981
"4",2024-02-09 10:06:10.557436,"Mount Sinai","MyMountSinai","4uHeWuzjTRUbnUBKsqNYxB7hrSmlJY",2499,2499,4.40176,4.40176,"2024-01-08T18:50:07Z","10.6.4","139416576","2021-08-15T07:00:00Z",NA,1570642373
"5",2024-02-09 10:06:10.557436,"Penn Medicine","myPennMedicine","7EMiZwcizDgThxq6cKrIkwnl59X4Qd",2249,2249,4.69675,4.69675,"2024-01-27T13:19:46Z","10.7.2","127554560","2019-01-29T05:39:33Z",NA,1440687165
"6",2024-02-09 10:06:10.557436,"Cedars-Sinai","Cedars-Sinai","2LW7Obi8A0UECiWdBdDaCtL283sz7p",47433,47433,4.81168,4.81168,"2023-12-06T22:23:44Z","6.0.1","412906496","2015-10-11T11:47:43Z",NA,1034088603
"7",2024-02-09 10:06:10.557436,"Houston Methodist","MyMethodist","Mr50mMpKhyRpl1JNT2FkEGjY0zFDTM",1738,1738,4.46663,4.46663,"2024-01-22T21:08:07Z","2.2.0","269408256","2019-02-05T04:18:40Z",NA,1025186416
"8",2024-02-09 10:06:10.557436,"NYU Langone Health","NYU Langone Health","a1UUrXTOwIVoIxzYXgQUBklKdbQKY0",15630,15630,4.63493,4.63493,"2023-11-27T16:07:21Z","2.11.2","119294976","2017-04-26T01:19:34Z",NA,1196929294
"9",2024-02-09 10:06:10.557436,"Stanford Health Care","Stanford Health Care MyHealth","VJmTKb9ZEnYpZiMjzCAGa9EKcGd2g5",1028,1028,3.8142,3.8142,"2024-01-16T17:03:36Z","9.5.1","71610368","2015-01-28T10:53:19Z",NA,922978966
"10",2024-02-09 10:06:10.557436,"Northwestern Medicine","MyNM by Northwestern Medicine","AWfaRbLWoEahFcXOfpW7PFI0VPw7eG",1418,1418,2.8237,2.8237,"2023-10-06T14:38:18Z","1.26.0","125953024","2018-12-22T07:49:44Z",NA,1442290209
"11",2024-02-09 10:06:10.557436,"New York - Presbyterian","NYP Connect","jdNbkq172KsMlRpEUD8xxiTgiYECAJ",152,152,4.36184,4.36184,"2024-01-29T03:37:50Z","4.31","143859712","2016-01-02T23:17:20Z",NA,1067978515
"12",2024-02-09 10:06:10.557436,"Rush University Medical Center","My RUSH Mobile","zDgmEexKzrPPbPnGokOCYi3AIum1K5",7942,7942,4.72904,4.72904,"2024-01-16T17:59:05Z","3.15.3","126988288","2018-08-03T18:39:49Z",NA,1321588963
"13",2024-02-09 10:06:10.557436,"University of Michigan Health","MyUofMHealth","SQZjgXoQJhAMG5fllWL86jyNqFEtxe",1621,1621,4.60949,4.60949,"2023-08-18T19:16:23Z","10.5.2","147333120","2019-06-18T16:34:26Z",NA,1452632342
"14",2024-02-09 10:06:10.557436,"Mass General Brigham, Inc","Patient Gateway","v2k9j4Cys5EASLItEBgzYjVAEL3iHK",465,465,2.70323,2.70323,"2023-11-15T22:15:55Z","10.6.4","94074880","2016-12-02T04:11:58Z",NA,1175078347
"15",2024-02-09 10:06:10.557436,"Vanderbilt University Medical Center","My Health at Vanderbilt","SOxPMvvm5OgxFCjlYpqzjoennir9Xg",4397,4397,4.75096,4.75096,"2024-01-13T07:38:44Z","10.7.2","128503808","2016-05-24T17:08:56Z",NA,1114939674
"16",2024-02-09 10:06:10.557436,"Epic","MyChart","kKxgcRrk0qC83NHVLBoHuuFHkIr9Od",296791,296791,4.59863,4.59863,"2024-01-22T15:50:22Z","10.7.3","81920000","2010-09-14T08:14:14Z",NA,382952264
"17",2024-02-09 10:06:10.557436,"Kaiser Permanente","Kaiser Permanente","5aDqMuWL7giTHXbl4KRUfVpVtsJ7zX",403813,403813,4.77884,4.77884,"2024-01-11T14:03:49Z","5.20.2","379137024","2012-05-07T22:36:38Z",NA,493390354
"18",2024-02-09 10:06:10.557436,"Primary Care On Demand Wis.","Primary Care On Demand Wis.","5d102bb0uN3WTMZDlWVwQ5mebYCLbC",58,58,4.84483,4.84483,"2024-02-02T21:51:48Z","4.158.8","183960576","2023-09-14T07:00:00Z",NA,6462700069
"1",2024-02-10 10:05:59.723095,"Mayo Clinic","Mayo Clinic","cAyYg8NrEjWgr4CXsmfGQYGjrNUhek",2469,2469,3.33738,3.33738,"2024-02-07T21:59:05Z","11.2","144726016","2012-05-14T07:00:00Z",NA,523220194
"2",2024-02-10 10:05:59.723095,"Cleveland Clinic","MyClevelandClinic®","0MvaEc1VY4WeKH6FS71P2EIPbmCbNO",170,170,3.52353,3.52353,"2023-11-27T13:17:02Z","2.1.1722","171809792","2019-11-13T08:00:00Z",NA,1464300206
"3",2024-02-10 10:05:59.723095,"Johns Hopkins Medicine","Johns Hopkins Find Your Way","CmvncdAGGJigQ7AjBY1XAGOiG7LENE",7,7,4.85714,4.85714,"2023-10-12T05:10:36Z","2.1.0","79201280","2020-09-28T07:00:00Z",NA,1495861981
"4",2024-02-10 10:05:59.723095,"Mount Sinai","MyMountSinai","zPm6rkHnIhCNWQfbaYPLqnER1nsnG8",2510,2510,4.40158,4.40158,"2024-01-08T18:50:07Z","10.6.4","139416576","2021-08-15T07:00:00Z",NA,1570642373
"5",2024-02-10 10:05:59.723095,"Penn Medicine","myPennMedicine","6P6u9S6gBMnlwerGtW3XORbqXOKfJp",2260,2260,4.69822,4.69822,"2024-01-27T13:19:46Z","10.7.2","127554560","2019-01-29T05:39:33Z",NA,1440687165
"6",2024-02-10 10:05:59.723095,"Cedars-Sinai","Cedars-Sinai","aqoVjEvYOdQdj76evPSls3g7ePfDd1",47493,47493,4.81166,4.81166,"2023-12-06T22:23:44Z","6.0.1","412906496","2015-10-11T11:47:43Z",NA,1034088603
"7",2024-02-10 10:05:59.723095,"Houston Methodist","MyMethodist","QMgClEXCzKhEasbKD0AtG6InBdlVSS",1738,1738,4.46663,4.46663,"2024-01-22T21:08:07Z","2.2.0","269408256","2019-02-05T04:18:40Z",NA,1025186416
"8",2024-02-10 10:05:59.723095,"NYU Langone Health","NYU Langone Health","LEDeD2mG2Jvtf8vfuvHJChUZVoOdwT",15653,15653,4.63528,4.63528,"2023-11-27T16:07:21Z","2.11.2","119294976","2017-04-26T01:19:34Z",NA,1196929294
"9",2024-02-10 10:05:59.723095,"Stanford Health Care","Stanford Health Care MyHealth","LTJWp03bhXVOc9pY83rszU2HsxM5sL",1033,1033,3.81413,3.81413,"2024-01-16T17:03:36Z","9.5.1","71610368","2015-01-28T10:53:19Z",NA,922978966
"10",2024-02-10 10:05:59.723095,"Northwestern Medicine","MyNM by Northwestern Medicine","ZZMD0LhQNS9WAJxegTT8jPhQJYYlSh",1418,1418,2.8237,2.8237,"2024-02-09T22:49:46Z","1.27.0","130489344","2018-12-22T07:49:44Z",NA,1442290209
"11",2024-02-10 10:05:59.723095,"New York - Presbyterian","NYP Connect","0CSELKFnmyUSNXT4FMdXkFXL0R3ILC",153,153,4.36601,4.36601,"2024-01-29T03:37:50Z","4.31","143859712","2016-01-02T23:17:20Z",NA,1067978515
"12",2024-02-10 10:05:59.723095,"Rush University Medical Center","My RUSH Mobile","MG4jW6M9Ym7xnddIyk1Gs9nk5HctF9",8209,8209,4.7281,4.7281,"2024-01-16T17:59:05Z","3.15.3","126988288","2018-08-03T18:39:49Z",NA,1321588963
"13",2024-02-10 10:05:59.723095,"University of Michigan Health","MyUofMHealth","SU0I3DvpEMIJR6U20XdUTSLfkWkVxm",1626,1626,4.60947,4.60947,"2023-08-18T19:16:23Z","10.5.2","147333120","2019-06-18T16:34:26Z",NA,1452632342
"14",2024-02-10 10:05:59.723095,"Mass General Brigham, Inc","Patient Gateway","5vWjhhtVkuSah9cepszkgyj6FsxCGx",465,465,2.70323,2.70323,"2023-11-15T22:15:55Z","10.6.4","94074880","2016-12-02T04:11:58Z",NA,1175078347
"15",2024-02-10 10:05:59.723095,"Vanderbilt University Medical Center","My Health at Vanderbilt","40o4HClmCinjyWosdwmovESKdhrwzV",4402,4402,4.75033,4.75033,"2024-01-13T07:38:44Z","10.7.2","128503808","2016-05-24T17:08:56Z",NA,1114939674
"16",2024-02-10 10:05:59.723095,"Epic","MyChart","gY24dMqVn4V8koWK6y0IO1DwtfKp0O",296791,296791,4.59863,4.59863,"2024-01-22T15:50:22Z","10.7.3","81920000","2010-09-14T08:14:14Z",NA,382952264
"17",2024-02-10 10:05:59.723095,"Kaiser Permanente","Kaiser Permanente","xGcZIoGssCMQKFQsTj1oon6Xx71pOf",406554,406554,4.77904,4.77904,"2024-01-11T14:03:49Z","5.20.2","379137024","2012-05-07T22:36:38Z",NA,493390354
"18",2024-02-10 10:05:59.723095,"Primary Care On Demand Wis.","Primary Care On Demand Wis.","gsHRvgnUkylI8BzRGu11mRfOIZzrgo",58,58,4.84483,4.84483,"2024-02-02T21:51:48Z","4.158.8","183960576","2023-09-14T07:00:00Z",NA,6462700069
"1",2024-02-11 10:06:42.128059,"Mayo Clinic","Mayo Clinic","KqzFwWvRH5iQLrXxnDROOfKln23IU8",2476,2476,3.34047,3.34047,"2024-02-07T21:59:05Z","11.2","144726016","2012-05-14T07:00:00Z",NA,523220194
"2",2024-02-11 10:06:42.128059,"Cleveland Clinic","MyClevelandClinic®","KGzA05rCNaA93PJXy2bRQcS7YigMkO",170,170,3.52353,3.52353,"2023-11-27T13:17:02Z","2.1.1722","171809792","2019-11-13T08:00:00Z",NA,1464300206
"3",2024-02-11 10:06:42.128059,"Johns Hopkins Medicine","Johns Hopkins Find Your Way","Zn9pDOBexd3COKQYVYvAZKmtxHZRDn",7,7,4.85714,4.85714,"2023-10-12T05:10:36Z","2.1.0","79201280","2020-09-28T07:00:00Z",NA,1495861981
"4",2024-02-11 10:06:42.128059,"Mount Sinai","MyMountSinai","ScWrtMojRLIONjlbL5gyMopEkFwH2u",2519,2519,4.40015,4.40015,"2024-01-08T18:50:07Z","10.6.4","139416576","2021-08-15T07:00:00Z",NA,1570642373
"5",2024-02-11 10:06:42.128059,"Penn Medicine","myPennMedicine","pKcyQRYW2hwnmZTgXafk2Y7NTbMTQd",2266,2266,4.69902,4.69902,"2024-01-27T13:19:46Z","10.7.2","127554560","2019-01-29T05:39:33Z",NA,1440687165
"6",2024-02-11 10:06:42.128059,"Cedars-Sinai","Cedars-Sinai","dwzy9qVrgCJYjIBhnX2HyHT0Sltx7g",47493,47493,4.81166,4.81166,"2023-12-06T22:23:44Z","6.0.1","412906496","2015-10-11T11:47:43Z",NA,1034088603
"7",2024-02-11 10:06:42.128059,"Houston Methodist","MyMethodist","NqVUr9wl0BBydZ6LPPwe3OCmXJiAIW",1744,1744,4.46788,4.46788,"2024-01-22T21:08:07Z","2.2.0","269408256","2019-02-05T04:18:40Z",NA,1025186416
"8",2024-02-11 10:06:42.128059,"NYU Langone Health","NYU Langone Health","Xj6NYF8DiZRglY4iX5qqpMYvMSW5VP",15667,15667,4.6349,4.6349,"2023-11-27T16:07:21Z","2.11.2","119294976","2017-04-26T01:19:34Z",NA,1196929294
"9",2024-02-11 10:06:42.128059,"Stanford Health Care","Stanford Health Care MyHealth","0jRO1590VcscPlTmzEDIapaayspv4G",1034,1034,3.81335,3.81335,"2024-01-16T17:03:36Z","9.5.1","71610368","2015-01-28T10:53:19Z",NA,922978966
"10",2024-02-11 10:06:42.128059,"Northwestern Medicine","MyNM by Northwestern Medicine","MAlMZaK1q1i0yvaHe9XSYZiGmFBL3u",1419,1419,2.82311,2.82311,"2024-02-09T22:49:46Z","1.27.0","130489344","2018-12-22T07:49:44Z",NA,1442290209
"11",2024-02-11 10:06:42.128059,"New York - Presbyterian","NYP Connect","toGWYtvnkmfnESMv6ZZKhzEfaubbDK",153,153,4.36601,4.36601,"2024-01-29T03:37:50Z","4.31","143859712","2016-01-02T23:17:20Z",NA,1067978515
"12",2024-02-11 10:06:42.128059,"Rush University Medical Center","My RUSH Mobile","s4t1o6OEez41FFauHJ5P8WDzapgLae",8223,8223,4.72808,4.72808,"2024-01-16T17:59:05Z","3.15.3","126988288","2018-08-03T18:39:49Z",NA,1321588963
"13",2024-02-11 10:06:42.128059,"University of Michigan Health","MyUofMHealth","OI03pEJLPDvFXZyDF4tAnrHMCg2FXF",1627,1627,4.60971,4.60971,"2023-08-18T19:16:23Z","10.5.2","147333120","2019-06-18T16:34:26Z",NA,1452632342
"14",2024-02-11 10:06:42.128059,"Mass General Brigham, Inc","Patient Gateway","94emgGgNagohUzr03K5qIEq7VME2uq",465,465,2.70323,2.70323,"2023-11-15T22:15:55Z","10.6.4","94074880","2016-12-02T04:11:58Z",NA,1175078347
"15",2024-02-11 10:06:42.128059,"Vanderbilt University Medical Center","My Health at Vanderbilt","Gw8rmb6tYplUjWRpuiQdoOyXrSpW7G",4406,4406,4.75057,4.75057,"2024-01-13T07:38:44Z","10.7.2","128503808","2016-05-24T17:08:56Z",NA,1114939674
"16",2024-02-11 10:06:42.128059,"Epic","MyChart","XH6Aj7zr3iBcFDfKhdU06gWLiCPLEo",297192,297192,4.59887,4.59887,"2024-01-22T15:50:22Z","10.7.3","81920000","2010-09-14T08:14:14Z",NA,382952264
"17",2024-02-11 10:06:42.128059,"Kaiser Permanente","Kaiser Permanente","jiqxQMfrY3DUMGbgh8i6vbO1Pr8bfu",409855,409855,4.77938,4.77938,"2024-01-11T14:03:49Z","5.20.2","379137024","2012-05-07T22:36:38Z",NA,493390354
"18",2024-02-11 10:06:42.128059,"Primary Care On Demand Wis.","Primary Care On Demand Wis.","2HosPGEDpmCjDtkWMH1rGbw9Xe584B",58,58,4.84483,4.84483,"2024-02-09T20:57:08Z","4.158.15","184202240","2023-09-14T07:00:00Z",NA,6462700069
"1",2024-02-12 10:07:01.009174,"Mayo Clinic","Mayo Clinic","el2K65JkcZWVfhSKCEezsLbJKKiGUr",2477,2477,3.34073,3.34073,"2024-02-07T21:59:05Z","11.2","144726016","2012-05-14T07:00:00Z",NA,523220194
"2",2024-02-12 10:07:01.009174,"Cleveland Clinic","MyClevelandClinic®","4WDjyogVpNXjwQJSJU3wuWGxHE4PjG",170,170,3.52353,3.52353,"2023-11-27T13:17:02Z","2.1.1722","171809792","2019-11-13T08:00:00Z",NA,1464300206
"3",2024-02-12 10:07:01.009174,"Johns Hopkins Medicine","Johns Hopkins Find Your Way","IWYrX6HgGZYUZpNv8jUYXWAemZYlfg",7,7,4.85714,4.85714,"2023-10-12T05:10:36Z","2.1.0","79201280","2020-09-28T07:00:00Z",NA,1495861981
"4",2024-02-12 10:07:01.009174,"Mount Sinai","MyMountSinai","Smf2kQhO2ZxXnwa2YlrkbdbJLBEeVr",2526,2526,4.40062,4.40062,"2024-01-08T18:50:07Z","10.6.4","139416576","2021-08-15T07:00:00Z",NA,1570642373
"5",2024-02-12 10:07:01.009174,"Penn Medicine","myPennMedicine","cDuFSdTV8uL5TKyPMwoBSQJ7ZphqpS",2271,2271,4.69969,4.69969,"2024-01-27T13:19:46Z","10.7.2","127554560","2019-01-29T05:39:33Z",NA,1440687165
"6",2024-02-12 10:07:01.009174,"Cedars-Sinai","Cedars-Sinai","SSR3pHKkxptVoqLzbMkf7pHsqRYxDa",47528,47528,4.81165,4.81165,"2023-12-06T22:23:44Z","6.0.1","412906496","2015-10-11T11:47:43Z",NA,1034088603
"7",2024-02-12 10:07:01.009174,"Houston Methodist","MyMethodist","3r3thJKxX0sU0DopvbyfhWvTa5xYaf",1744,1744,4.46788,4.46788,"2024-01-22T21:08:07Z","2.2.0","269408256","2019-02-05T04:18:40Z",NA,1025186416
"8",2024-02-12 10:07:01.009174,"NYU Langone Health","NYU Langone Health","6OhwTjCWWTk0Qj74CQoF2CAbpBbXuw",15683,15683,4.63508,4.63508,"2023-11-27T16:07:21Z","2.11.2","119294976","2017-04-26T01:19:34Z",NA,1196929294
"9",2024-02-12 10:07:01.009174,"Stanford Health Care","Stanford Health Care MyHealth","N3ht2zNnQiEclBaOGWZovykaOtWVOB",1035,1035,3.81449,3.81449,"2024-01-16T17:03:36Z","9.5.1","71610368","2015-01-28T10:53:19Z",NA,922978966
"10",2024-02-12 10:07:01.009174,"Northwestern Medicine","MyNM by Northwestern Medicine","M2q6aK5Z5opaMoMtXruhVJjd8jKPre",1419,1419,2.82311,2.82311,"2024-02-09T22:49:46Z","1.27.0","130489344","2018-12-22T07:49:44Z",NA,1442290209
"11",2024-02-12 10:07:01.009174,"New York - Presbyterian","NYP Connect","gZofhRWCGR1bDugS7RsWvT1ToGozCz",153,153,4.36601,4.36601,"2024-01-29T03:37:50Z","4.31","143859712","2016-01-02T23:17:20Z",NA,1067978515
"12",2024-02-12 10:07:01.009174,"Rush University Medical Center","My RUSH Mobile","5zO3j5Dl3Z6EYxiEF4ATqMpHwpSgAX",8236,8236,4.72827,4.72827,"2024-01-16T17:59:05Z","3.15.3","126988288","2018-08-03T18:39:49Z",NA,1321588963
"13",2024-02-12 10:07:01.009174,"University of Michigan Health","MyUofMHealth","fCwKWW6b2rTUXXcLYkIiK1UDEeJmKH",1628,1628,4.60995,4.60995,"2023-08-18T19:16:23Z","10.5.2","147333120","2019-06-18T16:34:26Z",NA,1452632342
"14",2024-02-12 10:07:01.009174,"Mass General Brigham, Inc","Patient Gateway","IzCgkUAo1NIPNLnnLITwz5YNQk5lcl",465,465,2.70323,2.70323,"2023-11-15T22:15:55Z","10.6.4","94074880","2016-12-02T04:11:58Z",NA,1175078347
"15",2024-02-12 10:07:01.009174,"Vanderbilt University Medical Center","My Health at Vanderbilt","oyG96DgLMEYJH6P4eYeOfloflJRbLo",4406,4406,4.75057,4.75057,"2024-01-13T07:38:44Z","10.7.2","128503808","2016-05-24T17:08:56Z",NA,1114939674
"16",2024-02-12 10:07:01.009174,"Epic","MyChart","l5LnadKtueOadCYuoNAkpmcY8vwL94",297882,297882,4.59913,4.59913,"2024-01-22T15:50:22Z","10.7.3","81920000","2010-09-14T08:14:14Z",NA,382952264
"17",2024-02-12 10:07:01.009174,"Kaiser Permanente","Kaiser Permanente","wv2KEfphB29VdDfsWG2WpiPagnfTxl",412373,412373,4.77974,4.77974,"2024-01-11T14:03:49Z","5.20.2","379137024","2012-05-07T22:36:38Z",NA,493390354
"18",2024-02-12 10:07:01.009174,"Primary Care On Demand Wis.","Primary Care On Demand Wis.","BKgnmywauYY3iJ6803p0UkFdPtlPfN",60,60,4.84999,4.84999,"2024-02-09T20:57:08Z","4.158.15","184202240","2023-09-14T07:00:00Z",NA,6462700069
"1",2024-02-13 10:06:11.589412,"Mayo Clinic","Mayo Clinic","TqZ59Hir5gh5mzSGxmtadzAdblJQml",2477,2477,3.34073,3.34073,"2024-02-07T21:59:05Z","11.2","144726016","2012-05-14T07:00:00Z",NA,523220194
"2",2024-02-13 10:06:11.589412,"Cleveland Clinic","MyClevelandClinic®","mxVAAqc7E9eStMRQwgocKOLTzlVfav",170,170,3.52353,3.52353,"2023-11-27T13:17:02Z","2.1.1722","171809792","2019-11-13T08:00:00Z",NA,1464300206
"3",2024-02-13 10:06:11.589412,"Johns Hopkins Medicine","Johns Hopkins Find Your Way","nhCCWnBKSuR6A4k1I4MJE1Huiwwxiu",7,7,4.85714,4.85714,"2023-10-12T05:10:36Z","2.1.0","79201280","2020-09-28T07:00:00Z",NA,1495861981
"4",2024-02-13 10:06:11.589412,"Mount Sinai","MyMountSinai","kz6sCl5MX0ezDi2UJ0rGFaWBAUG1AJ",2526,2526,4.40062,4.40062,"2024-01-08T18:50:07Z","10.6.4","139416576","2021-08-15T07:00:00Z",NA,1570642373
"5",2024-02-13 10:06:11.589412,"Penn Medicine","myPennMedicine","RhOTdTy6z6agbOFZ7LOjVQXjlPPzu1",2271,2271,4.69969,4.69969,"2024-01-27T13:19:46Z","10.7.2","127554560","2019-01-29T05:39:33Z",NA,1440687165
"6",2024-02-13 10:06:11.589412,"Cedars-Sinai","Cedars-Sinai","RCLjtJt2tRTpuHQyvDa6FNZsA7vCuC",47528,47528,4.81165,4.81165,"2023-12-06T22:23:44Z","6.0.1","412906496","2015-10-11T11:47:43Z",NA,1034088603
"7",2024-02-13 10:06:11.589412,"Houston Methodist","MyMethodist","R3S7GXi60UBomwsbwg6SvSBLZ9akTw",1744,1744,4.46788,4.46788,"2024-01-22T21:08:07Z","2.2.0","269408256","2019-02-05T04:18:40Z",NA,1025186416
"8",2024-02-13 10:06:11.589412,"NYU Langone Health","NYU Langone Health","qFFMsjH8P20Ig2rGnrbtG3cI4jSj9L",15683,15683,4.63508,4.63508,"2023-11-27T16:07:21Z","2.11.2","119294976","2017-04-26T01:19:34Z",NA,1196929294
"9",2024-02-13 10:06:11.589412,"Stanford Health Care","Stanford Health Care MyHealth","OEuChh8MY8B8x0dKdCmQQJEfjxrnwb",1035,1035,3.81449,3.81449,"2024-01-16T17:03:36Z","9.5.1","71610368","2015-01-28T10:53:19Z",NA,922978966
"10",2024-02-13 10:06:11.589412,"Northwestern Medicine","MyNM by Northwestern Medicine","RI96T7brl6cKOEYPDDINCMcTNE2iv1",1419,1419,2.82311,2.82311,"2024-02-09T22:49:46Z","1.27.0","130489344","2018-12-22T07:49:44Z",NA,1442290209
"11",2024-02-13 10:06:11.589412,"New York - Presbyterian","NYP Connect","kLMhNsXQImLl92XPISGdinufJH2j2w",153,153,4.36601,4.36601,"2024-01-29T03:37:50Z","4.31","143859712","2016-01-02T23:17:20Z",NA,1067978515
"12",2024-02-13 10:06:11.589412,"Rush University Medical Center","My RUSH Mobile","yvdGarPBnQsLcuJtNTYuytMWsebVrj",8236,8236,4.72827,4.72827,"2024-01-16T17:59:05Z","3.15.3","126988288","2018-08-03T18:39:49Z",NA,1321588963
"13",2024-02-13 10:06:11.589412,"University of Michigan Health","MyUofMHealth","ruGl2qK3nd2JwXzxx0NqS4rnIDOSMM",1628,1628,4.60995,4.60995,"2023-08-18T19:16:23Z","10.5.2","147333120","2019-06-18T16:34:26Z",NA,1452632342
"14",2024-02-13 10:06:11.589412,"Mass General Brigham, Inc","Patient Gateway","iCi9M1ZXikfO53XuiVSHdbGr4y50Is",465,465,2.70323,2.70323,"2023-11-15T22:15:55Z","10.6.4","94074880","2016-12-02T04:11:58Z",NA,1175078347
"15",2024-02-13 10:06:11.589412,"Vanderbilt University Medical Center","My Health at Vanderbilt","Rt2ChKP3KPAE1uQgi8aF4NMbidSmj6",4406,4406,4.75057,4.75057,"2024-01-13T07:38:44Z","10.7.2","128503808","2016-05-24T17:08:56Z",NA,1114939674
"16",2024-02-13 10:06:11.589412,"Epic","MyChart","pibiT2kY1LKlrGCovF76skdoxzMKmK",297882,297882,4.59913,4.59913,"2024-01-22T15:50:22Z","10.7.3","81920000","2010-09-14T08:14:14Z",NA,382952264
"17",2024-02-13 10:06:11.589412,"Kaiser Permanente","Kaiser Permanente","ppZin3426DRseuM4npIsyBOTYPHF5f",414168,414168,4.77994,4.77994,"2024-01-11T14:03:49Z","5.20.2","379137024","2012-05-07T22:36:38Z",NA,493390354
